text,polarity
.جيده,1.0
راائعه,1.0
ساعة سيئة جداً ولا يأتي معها كتيب للتركيب حيث جودتها سيئه للغاية .......................................,-1.0
بائع جيد وسلعه مميزه  ووصلت في وقتت طويل ونتمني وصولها في وقت اقل ونشكر  القائمين علي الموقع   ونتمني ايجاد كوبون خاص بالزبائن ..,1.0
السلعة جميله وانصح ان تشتروها,1.0
بصراحة رائعة و ممتازة و سهلة الاستخدام و ممكن الابداع فيها بعدة طرق خصوصا في غرف النوم و للمسارح و الاماكن المظلمة,1.0
ممتازة جداً ولها منظر جميل بعد لصقها على الحائط,1.0
جميله اضفت جو رائع و مختلف للمكان فكره جميله و مبدعه,1.0
سلعه حلووه ومافيها اي اضرار من الشحن,1.0
ممتازة ورائعة,1.0
ياليت كمان تكون هناك افكار كثيرة تختار منها,1.0
- إيجابيات و سلبيات حامل أجهزة التحكم عن بعد TK 4558A-1,1.0
سماعه متناغمه وتتميز بصوتهاالرائع على السماعه المذهله   في سماعه البيتس المذهله,1.0
ماركة معروفة وسعر مناسب,1.0
رائعة جدا  والتعامل مع خدمة الزبائن راق جدا جدا,1.0
السلعة ممتازة جدا موفقين وانصح بشرائها وتجربتها ومن بعد ذلك يمكنم التقيم لهذه السلعة وجربوها ما راح تندمون,1.0
تم طلبه لزوجتي لعدم وجوده في الكثير من الصيدليات وعند وجوده سعره يكون ضعف الموجود في الموقع .,1.0
شكله جميل جداً ، وبما اني اول واحد يقيم ، اتمنى انه يجيني هديه ، وشكراً ..,1.0
ليست جيده وكبيره جداااجدااامو وسيع شكله كبير يعني ينحط زينه..,-1.0
منتج رائع وانصح بشرائه,1.0
لانصح بة,-1.0
شكرلكم,-1.0
رائعة أصلية 100%,1.0
ممتااااااازه وثاااابته و احلى مييزه فيهااااا انها ضد الماء الوانها جدا غامق مرااااااااااا حبيتها ولم أندم ابدا على شرائها,1.0
سلعه جميله اللون والجوده,1.0
- إيجابيات و سلبيات Maybelline Eyestudio Lasting Drama Gel Eyeliner Black G  سلعة جيدة وصلت بحاله جيدة كما معلن عنها وبنفس المواصفات,1.0
خفيف عالبشرة ولطيف جدا عليها ويعمل على تفتيحها بشكل جميل,1.0
رائعه مره مبسوطه بستعمالها لنتائجها المبهره,1.0
سلعه جميله جدا شكلها انيق,1.0
السلعة صراحة عجبتنا و اشترينا منها 5 -,1.0
ثباته رائع على الشفاه وهو ضد الماء,1.0
ممتازه نوع ما,-1.0
العلبه مفتوحه وغير مغلفه وعليها اثار خدوش كانها مستخدمه من قبل او موضوعه للعرض,-1.0
منتج رائع للبشره وناسبني جدا..والنتيجه كانت مرضيه وكريم الاساس صار معاه احلى وثابت اكثر,1.0
ممتاز بائع جاد انصح التعامل معه,1.0
سلعة جيدة وموفقة,1.0
جيده جدا و يميزها الجوده العاليه لكن حجمها صغير نسبيا وهذا لا يعيبها وانصح بها كهديه لحبيبتك ايا كانت.,1.0
حلو ،,-1.0
انصح به,1.0
Very nice,1.0
"The gel came in dry and very hard to use, maybe because it was stored in bad conditions. I wont recommend this product at all.",-1.0
مممممممممممممممممممممممممتازه جدااا ثاااابت يرررررطب بعمممق ويدووم طويلااا  وكما هوو مطلوب  انصح فيه,1.0
جوده المنتج رائعه الاوان جميله جدا جدا   ومواكبه للموضه والوانها كثيره,1.0
ممتاز شكرا للبائع وشكرا لـ ( سوق كوم ),1.0
كإستخدام و كقطعه فنيه فهيه جميله جدا وتضفي رونقا خاصا للغرفه كتحفه فنيه غالية القيمه أنصح الجميع باقتنائها,1.0
اللون راائع وثااابت ويروطب ويدوووم طووويلا  وكما هوو مطلووووب كان هناك تاخير بسيط انصح بشراءه وتعامل ممتاااااااااز,1.0
رااااااااااائعه وشكلها جمييييل الماسكارا والرموش والفرشه وقلم الكحل وأيضا الشاااااادو ممتاز انصح بيها,1.0
رائع شكرا,1.0
شكراً على هذه السلعه الجيدة,1.0
رااااااااااااااائعه ودرجة الوانها أجمل من الصوره  انصح الكل انو مايتردد يشتريها فوراااااا المسكارا والرموش والشادو وأيضا فرشة الشادو جودتها ممتازه,1.0
its too small,-1.0
"السلعه ما شاء الله تبارك الرحمن اﻷصليه وكانت بعلبة هدايا جدا"" مرتبه ومغلفه بشكل حلو",1.0
الوان جميلة بلمعة خفيفة مناسبه جدا  سأشتري المزيد منها لأهديها لأقاربييييييييييييييييييي و صديقاتييييييييي,1.0
عملية وجيدة جدا وسعدت بالتعامل معكم,1.0
حلوه وتناسب الكل,1.0
١- التغليف المحكم للسلعه,1.0
سلعة جميلة ورائعة..,1.0
انصح فيه جدا الوانه روعه وثابته,1.0
جزاك الله خير وسعدت بالتعامل معاك,1.0
سريع في الشحن والتوصيل,1.0
مجموعة رائعة بألوان مختلفه جميله,1.0
سهلة الاستخدام جدا. و نوعيتها ممتازه. و اللون طبيعي جدا مع لون البشره لا يظهر أي اختلاف في اللون حتى لو لم أستخدم كريم أساس حيث بامكاني استخدامها يوميا ولا يتوجب علي وضع مكياج او كريم اساس معها.,1.0
منتج مره حلو وانصح الكل فيه,1.0
المنتج جميل ولاكن يحتاج جليبريك,1.0
صناعة سامسونج,1.0
الفلاش ممتاز من كل النواحي ما عدا أنه لا يدعم USB 3 لهذا فالنقل نوعا ما بطيء.,1.0
ممتازة جدا والأهم سعره المناسب,1.0
السلعه سيئه من وجهة نظري وليس لها أي فائده,-1.0
سلعة ممتازة انصح الجميع بشرائها ..,1.0
السلعة ممتازة ونتمنى سرعة وصولها في المستقبل,1.0
هل تدعم اللغة العربية وهل الكيبورد يدعم اللغه العربيه,1.0
حرام ادفع فيها لو ريال واحد انصح بعدم شراء السلعه لانها فاشلة جدااا,-1.0
جهاز مفيد وممتع لمشاركة جميع وسائط الجوال والاجهزة اللوحية والتابلت الى شاشة اﻷسرة مع امكانية التحكم التام بالجوال اثناء العرض والاستخدام بالمكالمات وغيرها,1.0
اشتغل لمدة خمس دقائق وانقطع وقد حاولت عدة مرات بدون جدوى,-1.0
جيده جدا وتستحق سعرها,1.0
سعره غالي وﻻ يثبت,-1.0
لون رائع وجذاب. سريع الجفاف. سهل الاستخدام. الكرستالات رائعه وبريقها اروع. التعليمات غير واضحة على العلبه.,1.0
ممتاز ويتوافق مع المعروض,1.0
منتج جميل وسعره ممتاز شكرا لكم ولتعاونكم و لتوفير مثل هذا المنتج على سوق دوت كوم وبهذا السعر المعقول والمناسب ولارسالكم للمنتج بسرعة كافية,1.0
جميل جدا جدا جدا..,1.0
فضيع وجميل الوانه ان شاء الله بشتري علبه الاخري الوانه,1.0
كلمة حق تقال كانت عملية والشراء والشحن خلال يوم واحد,1.0
غير جيدة ولا انصح بها نهائيا,-1.0
السلعة جيدة جدا واتعشم ذلك انا استلمتها ومن النظرة الاولى فهى جيده جدا لكنى لم استخدمها بعد,1.0
شنط ضعيفة بوجه عام,-1.0
سماعات بيتز غنية عن التعريف . تصميم انيق تستاهل قيمتها,1.0
للأسف احدى السماعتين متعطله ولا تعمل وللأسف ان البضاعه المعروضه بيضاء والتي وصلت سوداء,-1.0
سماعه مذهله وجميله  وصوتها عالي يمكن اقترانها بالبلوتوث او ان في سي  يمكن حملها في اي مكان صوت قوي جدا جدا انصح الجميع بهذا السماعة والله يوفقك,1.0
لولا كلمة سكاي وورث على الشاشة لما صدقت انها صيني وملائمه لغرفه 3*4 وكانه 3D من كبرها و سعرها رهيب خيالي كأنها مسروقة,1.0
سعر الشاشة ولا في الخيال وجودةها ممتازة جداً.... وأشكر سوق كم على سرعة التوصيل..,1.0
شاشه ممتازه وتستحق الا شاده بها ولا يعيبها سوا عدم وجود قاعدة تثبيت انصح بأقتنائها هذه النفاصيل عن تجربتي الشخصيه لهذه السلعه,1.0
المنتج جيد وعملي لان الصوت ضعيف جدا,1.0
ممتازة الئ حد ما ولكن اتوقعت يكون فيه توقيع عالاستلام او حتا عمال يركبوه ويمشو بس كان بسيط .,1.0
شكرا للتعاون محترم من قبلكم سوق.كوم انا رايي ايجابي 100% كسلعة وتوصيل وخدمة وضمان ايضا,1.0
ممتازة وسعرها مناسب جداً ومعقول,1.0
من الخسائر التي خسرتها هذه الفترة نقودي فيه.,1.0
منتج ممتاز و رخيص,1.0
رائعة متعددة الاستعمال تستطيع ان تستعملها في اي مكان وسهلة الحمل تجعل بطارية هاتفك ممتلئ  شكرا لصاحب السلعة.,1.0
السعر الجيد,1.0
جدا رائعه وعمليه جدا جدا جدا,1.0
رائع وتوصيل سريع بائع مميز وراجع لهذا المتجر مرة اخرى اشكركم على هذه الجودة.,1.0
تصميم جميل وتغليف رائع,1.0
انحرق جهازي بسلبب استخدام الشاحن لا انصح باستخدامه,-1.0
جيده جدا شكراً,1.0
ممتاز وسعر مميز,-1.0
بسرعة ينقطع ومايستاهل,-1.0
I've tried this brand many times and i really recommend ROMOSS for External Batteries.....,1.0
الحمدلله انها كانت مممتازة وجيدة ومتوافقه مع الجهاز وان شاء الله هذا اول المشتريات وليس الاخير,1.0
المنتج لم يكون بجود عاليه,-1.0
هذا المنتج يجعلك تشعر بأنك لم تدفع شيئا,1.0
عندما استلمتها فتحت مغلف شركة الشحن كان يظهر من شكل السلعة انها استخدمت من قبل( مستعملة)وعندما بدأت استخدم الجهاز في اول مرة كان جيدا ثم في اليوم التالي من الشراء اصبح لا يعمل من الأساس فعرفت لم تخلا عنه صاحبه وانا اريد ان اتحدث مع صاحب السلعة,-1.0
انها سلعة ممتازه وجودة عاليه بي كيو اي انها ماركة مشهوره ولقد اطلعت عليها في الانتر نت ومواصفاتها العاليه كما انها شكلها ووزنها اكثر من رائع,1.0
جيدا جدا بالنسية لسعره العلبة الخارجية قديمه ولكن من الداخل الجهاز رائع,1.0
السلعة وصلت كما ذُكر في الوصف.,1.0
اشتريت هذه السلعة مستعملة,1.0
منتج رائع جدا وانصح الجميع بشرائه,1.0
ممتازه في الشحن,1.0
جيده جدا اخذتها بسعر 79 ونزل الان سعرها 55 شي يقهر توني مشتريها ينزلون سعرها هي تساعد في شحن الجوال مره واحده,1.0
مره مش كويس وما أنصحش حد بيه بصراحه أفضل منتجات ممكن تشتريها منتجات سوق شوب ما فى أفضل منها وعن تجربة الاسم شاحن جوال جالكسى وفى الأخر لسه نشتريله وصلة علشان تستعمله المفروض إنه شاحن وتحدد انه بدون وصل..ة الصورة لا تكفى انا قولت انه فيه اختراع جديد وكاتب سهل التنقل قولت يمكن الوصلة تبعيته بتستخبى جواه كويس اختراعات.. يلا قدر الله ما شاء فعل رمضان كريم,-1.0
جيده وصغيره عمليه مع سعرها الرخيص جيده وصغيره عمليه مع سعرها الرخيص جيده وصغيره عمليه مع سعرها الرخيص,1.0
ممتاز جدا وقوته حقيقية,1.0
في الحقيقة صناعة سيئة لايتناسب مع حجم قدرتة المذكورة حيث انه لايشحن الجهاز سوى مرة ونصف فقط ززثقيل -- غير مرن,-1.0
احذركم من هاذه السلعه اومن البائع نفسه,-1.0
جوده عاليه وخدمه اروع . حيث تم شحن الطلبيه بسرعه قياسيه,1.0
Very low quality compered to its price,-1.0
اخترب و انا بعدي ما استخدمته اول شي جربته اشوي و استوى و بعدين يوم كنت بجربه مره ثانيه ما استوى حاولت فيه وايد بس ما نفع و خلص يعني ما اقدر استخدمه مره ثانيه (:,-1.0
انصح بالشراء,1.0
خامه ممتازه,1.0
رديئه جدا ومافي جوده و الصناعه جدااا رديئة ولا تشحن الا مره وحده فقط,-1.0
هذا السلع ممتازه وعمليه جدا اشكركم على طرحه,1.0
بسم الله,-1.0
ممتاز وللحين ماشفت فيه اي مشكلة,1.0
وحشة جدا ومكملتش حتى 20 %,-1.0
ضعيفه جدا شحنت جلكسي نوت 3 وهو لمينتهي الشحن وفضيت البطاريه بسرعه  رديئه جدا,-1.0
"it worked only 4 days with me, After that it stop, and now i cannot recharge it.",-1.0
سلعة جيدة وتحافظ على حماية خلفية الجوال وعدسة الكميرا من الخدوش اثناء الشحن بالاضافة الى سهولة متابعة الاتصالة لوجوده في شكل افقي اثناء الشحن,1.0
سيئ,-1.0
جيد ولا من المفترض الشرح بشكل اكبر عن حجم الجهاز لان الصور دائماً تكون خادعة وذلك آمل توضيح حجم الجهاز ب سم,-1.0
خدوم واصلي وجميل جداً الي يبغى شاحن ينفع له,1.0
السلعة نوع ممتاز واصلي. وهي من النوع العالمي أيضا تتميز بشكل رائع ومنسق . تشحن جميع انواع الأجهزة حتى يد السوني بلاستيشن. تعمل على كهرب 110 و 220 . وشكرا,1.0
السلعة جيدة وتستحق الاقتناء,1.0
الجهاز ممتاز وسعته كبيرة وشحنه ممتاز,1.0
الشاحن مكتوب انه 30000 وهذا يعنى انه يشحن موبايل النوت 2 اكثر من 9مرات ولكن عند التجربة الشخصية قام بشحن الموبايل مره واحدة فقط ولم يكمل المرة الثانية وهذا يعنى ان قوة الشاحن لاتتعدى ال 3500 ملى امبير,-1.0
الجهاز حجمه مناسب اقل من حجم كف اليد الاداء مناسب يشجن من 3الي 4 مرات حتى 5 حسب حجم البطاريه  اشكر البائع علي سرعه التوصيل,1.0
شاحن رائع خفيف الوزن شكل أنيق بس كان ارخص ب110وذحين زاد السعربس تضل السلعه رائعه,1.0
جهاز متنقل شاحن ممتاز جدا وسعه الشحن كبيره وقابل للشحن أكثر من جهاز في نفس الوقت,1.0
الجهاز جدا مهم لسهولة استخدامه وصغر حجمه,1.0
شاحن سئ لايسطيع  شاحن الموبيل مرة على الاقل,-1.0
مفيد وعملي حيث لها ٤ منافذ  usb,1.0
"it work perfectly to me and i can charge all my devices in my car now, no more low battery problem...",1.0
انا وصلني اربعه وصلات بس وليس 8 وصلات,1.0
مفيد في حالة الخروج من البيت,1.0
سئ جداااا,1.0
انصح بهذا الشاحن بقوه  خاصتا ان قوته تقريبا ٢٠٠٠٠ لانه القديم قوته ١٥٠٠٠ ماكان يشغل جميع السيارات,1.0
هي ممتازة لرحلات السفر،,1.0
عملي يمكن اسخدامه في السيارة والبيت شحن جيد بطارية جيدة وكان من الأفضل وجود وصلة شحن الأجهزة معه,1.0
سلعة رديئة الصنع,-1.0
1. ليتم شحن الجهاز نفسه لا يوجد وصلة مخصيصة لإدخالها في كبس كهرباء وتضطر إلي إستعمال أحد وصلات الشحن الملحقة بالإضافة إلي جلب وصلة خارجية من عندك للتحويل من وصلة يو إس بي إلي فيشة كهرباء والغير ملحقة بالجهاز أيضاً,-1.0
ان شاء الله تعجبكم مثل ما اعجبتني,1.0
It is very good product,1.0
جيده والصناعه مصريه,1.0
تستحق الاقتناء صغيرة وعملية للاوقات الحرجة,1.0
جودة الكيبل سيئة جداً .. لم يدم معي سوى ايام قليلة,-1.0
جيد جدا ولايستاهل هذه القيمة حيث أن هناك مثيلاته بسعر اقل وهو عرضة للتلف الكهربائي,1.0
شغلته واول مرة اشغله ضرب عليا ولا ينفع مع العلم كان عندي نفس شكل الشاحن لكن ممتاز لكن هذا الشاحن من اول مرة حطيته طلع صوت ثم شرارة وربي لطف وسلم ،، ولي تقريبا 3 اشهر لا تبدلت السلعة ولا رجعت فلوسي ومماطلة من نفس البائع,-1.0
جهاز ممتاز جدا وانصح به,-1.0
لينوفو ماركة متميزة وفيها موثوقية عالية,1.0
تم تجربته لعدة شهور جهاز روعة وسريع لم يقابلني اي مشكلة به والحمد لله,1.0
المنتج جيد جدا,1.0
الف شكر لكم والجهاز ممتاز,1.0
لاب توب مناسب وحلو للاستخدام الشخصي,1.0
انصح أصدقاء في لن جدا رائع شكراااااااا سوق كوم على خدمتكم المميزة,1.0
استخدمته خلال يومين . وتجربتي له كانت جيدة,1.0
أنصح به لمواصفاته العالية وسعره المميز,1.0
- إيجابيات و سلبيات ميزان المطبخ من Electronic,1.0
ممتاز وسعرة مناسب جدا,1.0
جميله جدا ورائعه الوصف واشكر كل من قام في شراء هذه السلعه الجميله التي تعطيك جو الاستحمام الحقيقي واراحه,1.0
بصراحة تستحق خمسة نجوم حلوه جدا شكل  جميل وعلى الصوت وعلى الفلاش وسعرها مرة رخيص بالنسبة للأجهزة الأخرى بصراحة اللي يشتريها مايندم,1.0
السلعه جدا رائعه,1.0
سلعة ممتازة وحجم صغير,1.0
هاتف رائع انصح به سهل في التعامل سلس رائع في التصوير ولو كنت اتمنى ان تكون الكاميرا الخلفيه على الاقل ١٦ ميغا بكسل بدل ١٣ البطاريه ممتازه جدا.,1.0
رووعه جميله,1.0
انه جهاز رائع لقد قمت بشراء جهاز وعند تجربتة اشتريت اثنين اخرين لانه مثالي فهو رائع وانيق وعملي ورخيص بالنسبة لامكانياته,1.0
جهاز عملي وجبار اذا كنت تدور جهاز اندريد فهاذا جهاز جبار وفائق الاداء جدا جدا روعه وانصح فيه,1.0
"جهاز رائع من كل النواحي : أداء, شاشة, بطارية, كاميرا, واجهة النظام .. إلخ .",1.0
نيكسس هاتف ذكي خفيف الوزن ونظام اندرويد حديث,1.0
الجهاز جميل جدا ومواصفاته افضل لا مثيل لها ولا يوجد جهاز اخر يرتقي لمستواه لكن النقطة السلبيه لهذا الجهاز ادارة شكة BB لم تفهم السوق العالمي جيدا,1.0
مطابقة للمواصفات والمقاييس المذكورة في العرض,1.0
اصلي,1.0
رائع وسهل الاستخدام,1.0
جيد جدا وعملي,1.0
بجد قمة الروعة في كل شيء تصميم.إمكانيات تصوير نقاء صوت مذهل سرعة في الأداء.  زملائه. شاريها من ٤ أيام . بسم الله ماشاء  الله.. و انا مجرب    HTC wailedfire  من قبل .قمة الاتقان..,1.0
عملي والبطاريه تدوم وصغير وتتش جيد,1.0
جدا رائعة ومناسبة السعر جدا,1.0
هذا الجهاز ممتاز وقوي يوفي بالغرض فيه بعض من المميزات الجميله نوكيا غنيه عن التعريف قيمه مناسبه مع الامكانيه الجميله للجهاز,1.0
جهاز رائع وصلني جديد وبتغليف المصنع مميزاته رائعه وانصح الجميع باقتناءه,1.0
مناسب بالنسبة لسعره,-1.0
woow,1.0
جهاز قوي جدا ويتحمل وصلب ومميزاته قويه جدا ولكن سعره عالي حيث سعره بالسوق والمحلات ارخص من سعركم فيرجي مراجعة السعر حتي نستطيع شرائه,1.0
ممتاز وسعره مناسب جدا بالنسبه لامكانياته والتوكيل محترم,1.0
لا يوجد به فلاش للكاميرا ودقة الكاميرا سيء,-1.0
أكثر من ممتاز,1.0
"- إيجابيات و سلبيات سامسونج جالكسي I9105 اس2 بلس ‫(8 جيجابايت , أندرويد ,كحلي غامق):",1.0
منتج رائع من كل النواحي,1.0
السعر نااااار,-1.0
موبيل جميل,1.0
الجهااز ممتاز جدا,1.0
وحش اوي,1.0
الكاميرا ضعيفة والجهاز يعلق احيانا,-1.0
نحن نثق بسوق دوت كوم,1.0
"- إيجابيات و سلبيات سامسونج جالكسي إيس ديوس 3 GT-S7272 ‫(4 جيجابايت, واي فاي, الجيل الثالث, أبيض):",1.0
لولا نزول السعر بشكل كبير  (أكثر من ألف ريال) خلال بضعة أشهر لاشتريت نوت 4 ... لكنني اشتريت النوت 3 لأن السعر مناسب جدا، ولأن فيه كل ما أتوقعه من جهاز جوال ذكي ..,1.0
سرعة الجهاز بفضل البروسيسرو والرام والكاميرا جيدة جدا  خفيف جميع التطبيقات تعمل بشكل رائع علية  الفلاش قوى وجميل جدا والبطارية ممتازة تبقى لمدة يومين تقريبا مع الاستخدام العادى,1.0
سئ سئ سئ,-1.0
عملي ويشغل شريحتين,1.0
Love it,1.0
حصلت عليه باقل من الف ريال من موقعهم,-1.0
جديده فعلا وارخص من السوق,1.0
جدا ممتازه من حيث الشكل والاستخدام والاداء فهو الاسم العريق بلاك بيري بـ نظام 10 الجديد كلياً من ناحية الاستخدام,1.0
يجب تخفيض السعر ليتناسب مع بقيه العروض,-1.0
"الموبايل جميل جدا , خامة ممتازة تاتش سريع نت جميل مع الملاحظة ان الموبايل من الفئات المنخفضة ولا يجوز مقارنته بالفئات العالية حيث انه عملى جدا و انا اشتريته كتليفون للعمل فقط الى جانب ذلك فجميع التطبيقات تعمل عليه بسلاسة و كفاءة عالية ....الكاميرا ضعيفة جدا لمن يهتم بامر الكاميرا غير ذلك فانه هاتف ممتاز جدا و الخطين يعملون عليه بكفاءة ... امكانية مرضية الى حد كبير بالنسبة لسعره ....التوصيل ممتاز ولا يستغرق اكثر من يومين .... شكرا لموقع سوق",1.0
جهاز ممتاز+ سماعة داخلية واضحة +صوت رائع +حجم الشاشة كبير,1.0
very bad,-1.0
جداً رائع خاصة بنظام التشغيل الخام بدون زيادات من قوقل,1.0
السلعه سيئه ولا تصلح للاستخدام . البطاريه جدا ضعيفه .بشكل عام السلعه غيرجيده .استخدمت الموبايل لفتره قصيره لصعوبة استخدامه ك موبايلي عادي ولا توجد به اي مميزات واللون الذهبي عالاطراف غير مكتمل يشبه الموبايلات المقلده واعتقد انه تقليد مب اصلي,-1.0
انصح الكل بشرائه,1.0
ان شاء الله مش اخر مره اشترى من سوق كوم صديق ليا شكروه في سوووق كوم كتيير وكلامو طلع فى محلو اتمنى لكم التوفيق,1.0
سلعة ليست بالمواصفات المطلوبة ، هنالك عيب خطير وهو أن الجهاز يسخن كثيرا ، ويعلّق ويعيد تشغيل نفسه !!!,-1.0
سلعه جيده نوعا ما ولكن الافضل منها m2 aqua ضد الماء والغبار,1.0
من الاخر ممتاز وانا احببتة,1.0
بطيء يتعلق كثيرًا,-1.0
الجهاز غير صالح للاستخدام وخاصة لو قررت انك تستخدمو مكان جهاز افضل منو,-1.0
"سرعتة فى التاتش والجيبى اس يعمل الهاتف بنظام اندرويد 4.1.2 الجديد وشاشة بحجم 3.5 انش وكاميرا خلفية 5 ميجابكسل , ويمتلك الهاتف ميزة العمل بشريحتين Dual SIM , كما يمتلك الهاتف تقنية التواصل عن طريق المجال القريب",1.0
- إيجابيات و سلبيات سامسونج جالكسي I9082 جراند ‫‫(8 جيجابايت، شريحتين، أزرق):,1.0
يتميذ التلفون بانة يجمع كل المميزات الواجب توافرها فى اى تلفون مع خفة الوزن وضغر الحجم والشكل الجميل وهذا كلة فى طول 8سم وعرض 3سم,1.0
تعامل راقي من الاخ عمرو,1.0
جهـاز رائع حجم ومواصفات وجميع مايرغغبه مستخدمي الجوالات الحديثة فيه جميع المواصفات التي تجعل منه جهاز كويس,1.0
لايوجد تقييم للمنتج,-1.0
فى بعض البروشورات وجت الرام 1 جيجا وفى أخرى وجدتها 2 جيجا غريب الموضوع ده فعلاً,1.0
جهاز خارق,1.0
السلعة جيدة و رخيصة و ذات مواصفات جيدة. و أحببت أن اشتري من سوق دوت كوم لكي لا أنزل للسوق بسبب الزحام و غيره.,1.0
صراحة أتمنى ان يتوفر معاه بطارية احتياط و غلاف,1.0
التليفون اكثر من رائع وتم استلامه بعد يومين من عمل الاورد مغلف وبضمان الوكيل  شكرا لـ سوق وشكراً لـ,1.0
عملي وجميل والسعر مناسب بالنسبة لامكاناته الكبيرة.     واسم 'سامسونج من ضمان مميز وهو من الجيل الرابع وهذا شي مميز,1.0
رهيب بمعنى الكلمة,1.0
- سامسونج جالكسي اس دوال S7562 ‫‫(أسود-شريحتين):,1.0
منتج رائع وأنصح بشراؤه,1.0
جدا راائعه,1.0
سلعه ممتازه وعمليه وخفيفه وجمعت ساعه اليد وهاتف,1.0
شكرا للبائع,1.0
أرجو تعديل عنوان المنتج من أجل المصداقية التي تعودنا منكم,1.0
هاتف سهل الاستخدام ... يحتوي على شاشة لمس وكيبورد .. انصح الذين يستخدمون هاتف 9900 تجربة الq10 لانه يشبهه او قد يكون اجمل منه .. وقد يعتقد الكثير انه يعلق كثيرا .. من تجربتي له لم يعلق ابدا,1.0
موبيل تحفة وبيجى معاة الضمان بتاعة  وكمان سماعة وشاحن LG الاصلية وافضل من السامسونج فى السعر والسرعة وكل حاجة,1.0
افضل جوال سامسونج هيكل قوي ونظام مبدع جميل الشكل مضاد للأتربة والماء شكله مميز عن باقي جوالات سامسونج المتميزة بالنعومة,1.0
جيد و التوصيل جيد,1.0
سيئ جدا جدا جدا كتقييم عام و تفصيلا .. الكاميرا لا تصل ابدا ل 13 ميجا بيكسل و رديئه فى الاماكن المغلقه و لا تصل ل 1 ميجا من الاساس و الوانها غير طبيعية و جودة الصورة عموما سيئه الذاكرة الداخلية ليست 4 جيجا بايت و انما 1.6 جيجا بايت الهاتف يسخن جدا عند تشغيل الانترنت مع 3G network و يفصل الشريحة التى تشغل الانترنت فيكون بلا قيمة من الاساس الشبكة ال 3G موجودة على الشريحة الاولى فقط لا يمكن تحديث النظام الى اصدارات احدث من نظام الاندرويد ال GPS غير دقيق بالمره فهناك فرق فى االمكان الذى يظهرك فيه بحوالى 400 او 600 متر دائما ولا يصدف ان يظهرك فى مكانك و لو مره واحده,-1.0
مشاء الله مواصفات عجيبه,1.0
جهاز متميز من هواوي بسعر منافس جدا,1.0
راااااااااااااااائع,1.0
اجمالا الجهاز يستحق خمسة نجوم كجهاز صيني لديه امكلنيات قويةمقارنة بسعره بعد التخفيض حجمه ممتاز شاشته واضحة يقبل جميع برامج اندرويد بدون استثناء فلاش كشاف شاشة واضحة جدا يوتيوب سريع.. لمن لم يستطيع تفعيل النت عبر الشريحة ادخل الاعداادات عن طريق شريحة بيانات عبر المزيد وقم بتغيير المشغل من wep2prepaidالى wep2فقط وسوف تعمل شريحة الييانات مع تحياتي,1.0
مواصفات الجهاز جدا رائعه,1.0
مطابق تماما للمواصفات.,1.0
موبايل جامد اوى وبرستيش,1.0
vgood,1.0
سلعة جميلة جدا وبائع ممتاز وسعر ممتاز كذلك,1.0
جهاز رائع .. انيق .. حجم مناسب جدا ..و خفيف الوزن .. انصح به,1.0
جهاز جميل وحجمه رائع ولكن مرفقاته وخاصة السماعه ليست لشركة لينوفو حيث رأيت فديو يوتيوب به المرفقات ولاحظت السماعه عليها اسم المنتج وتفاجأت ان السماعه اللتي جاءت مع المنتج سيئه ورديئة الصنع فاأرجو من الوكيل ملاحظة هذا الشيء وشكرا,1.0
شكر الى موقع سوق على مصدقيته فى مواصفات التليفون والخدمه المميزه فى تسليم السلع,1.0
بصراحه اشتريته على بالي فيه واتس دام فيه تويتر وفيس بوك بس تفاجأت انه مافيه ولايدعمه هالجهاز,-1.0
نعم ينصح به,1.0
الجوال جدا مريح بالاستخدام,1.0
قمت بطلب هذا الجهاز وتبين انه لا يحتوي على لغة عربية,-1.0
"الكاميرا جميله ورائعه وانا اعطي الجهاز اربع نجوم بسبب النظام هو ينزل عليه اغلب برامج المحادثة مثل الواتس اب والاسكاي بي والاين وغيرها ,,,",1.0
شلش مرة,-1.0
Very good,1.0
لو كان سعره اقل وفيه فلاش كنت قيمته اكار من كدا.... فشل واضح من سوني انها ماحطتش ليه فلاش...................,-1.0
عملى ومناسب,-1.0
الجهاز ولا أروع والي بدو يشتري لا يتردد ما واجهتني فيه أي مشكلة !!!!!!,1.0
اشتريت السلعة على اساس أنها جديدة ، ولكني فوجئت بها مستعملة وفيها عطل في باور الكهرباء حيث إن الهاتف يخسر الكهرباء بسرعة رغم أني اشتريت بطارية جديدة أصلية,-1.0
هذا الجهاز من أكثر اﻻجهزه روعه فى جوالات سامسونج ألوانه ودقه شاشته ليس لها مثيل وبطاريته قويه جدا وله كاميرا عاليه الدقه,1.0
ليه ميبقاش موجود مده المكالمات فى المواصفات,1.0
ممتاز ومواصفاتها ممتازة والصوت جدا عالي وواضح,1.0
سعر مبالغ فيه جداً جداً جداً,-1.0
موبيل ممتاز وانصح بشراءه,1.0
منتج هايل و بسعر منافس بضمان سوقزكوم,1.0
الحالة ممتازه التغليف اكثر من رائع مع السرعه في التوصيل,1.0
مافيش ولا اروع ولا احلى من كده بصراحة,1.0
رائع سأنصح اصدقائى به,1.0
الموبايل امكانياتة جبارة وخفيف في شغلة وسريع جدا,1.0
جيدة وذات امكانيات كثيرة وتتناسب مع احتياجاتي ولون الجهاز رائع,1.0
